Region,District,Ward,Village,team_leader,dateVaccination,dateVaccinati,Dogs,Cats,Correct_Village,Correct_Ward,Correct_District,Correct_Region
Dar Es Salaam,Kinondoni,Kwembe,Mpakani,"Mariam Kiponza, Rose Matovu, Donald Chali, Eveline Mkandara, Joyce Mtei",25/11/2016,25-Nov-16,0,0,Mpakani,Kwembe,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,NDUGUMBI,MPAKANI,"Mikaela Komba, Faustine",19/12/2014,19-Dec-14,4,3,Mpakani,Ndugumbi,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,KWEMBE,MPAKANI,"Constantine Makali, Rose Mayiku",17/12/2014,17-Dec-14,55,0,Mpakani,Kwembe,Kinondoni,Dar-es-salaam
Kaskazini Pemba,Micheweni,Mgogoni,Mpakani,NA,20/12/2014,20-Dec-14,7,0,Mpakani,Mgogoni,Micheweni,Pemba
Kusini Pemba,Mkoani,Uweleni,Mpakani,NA,03/12/2014,03-Dec-14,4,0,Mpakani,Uweleni,Mkoani,Pemba
Mtwara,Newala,Nakahako,Mpalu,NA,26/11/2016,26-Nov-16,0,0,Mpalu,Nakahako,Newala,Mtwara
mtwara,Newala,Nakahako,Mpapa,Likunda,24/09/2012,24-Sep-12,21,4,Mpalu,Nakahako,Newala,Mtwara
Mtwara,Newala,Nakahako,MPALU,VALERIAN MKUNDI,06/03/2011,06-Mar-11,18,2,Mpalu,Nakahako,Newala,Mtwara
Mtwara,Newala,Nakahako,Mpalu,Hassani Khaji,30/07/2014,30-Jun-14,4,1,Mpalu,Nakahako,Newala,Mtwara
Kaskazini Pemba,Micheweni,Chimba,Mpambani,NA,16/12/2014,16-Dec-14,5,0,Mpambani,Chimba,Micheweni,Pemba
Morogoro,Kilombero,Kisawasawa,Mpanga,NA,29/11/2016,29-Nov-16,102,18,Mpanga,Kisawasawa,Kilombero,Morogoro
Morogoro,Kilombero,Kisawasawa,Mpanga,NA,28/11/2016,28-Nov-16,64,3,Mpanga,Kisawasawa,Kilombero,Morogoro
Morogoro,Kilombero,Utengule,Mpanga,NA,26/11/2016,26-Nov-16,361,49,Mpanga,Utengule,Kilombero,Morogoro
Morogoro,Kilombero,Utengule ,Mpanga ,Nuru Mbegu,27/01/2015,27-Dec-14,175,35,Mpanga,Utengule,Kilombero,Morogoro
Morogoro,Kilombero,Kisawasawa ,Mpanga ,Gerald Nakonda,04/01/2015,04-Jan-15,134,8,Mpanga,Kisawasawa,Kilombero,Morogoro
Morogoro,Kilombero,Mpanga,Kisawasawa,Frank Balshari,12/02/2013,12-Feb-13,60,8,Mpanga,Kisawasawa,Kilombero,Morogoro
Morogoro,Kilombero,Kisawasawa  ,Mpanga Kisawasawa,NA,11/10/2011,11-Oct-11,21,11,Mpanga,Kisawasawa,Kilombero,Morogoro
Morogoro,Kilombero,Utengule  ,Mpanga Utengule,NA,11/10/2011,11-Oct-11,91,26,Mpanga,Utengule,Kilombero,Morogoro
Morogoro,Kilombero,Utengule  ,Mpanga Utengule,NA,22/07/2010,22-Jul-10,83,12,Mpanga,Utengule,Kilombero,Morogoro
Morogoro,Kilombero,Kisawasawa  ,Mpanga Kisawasawa,NA,21/07/2010,21-Jul-10,43,11,Mpanga,Kisawasawa,Kilombero,Morogoro
Mtwara,Masasi  ,Mpanyani ,Mpanyani ,NA,06/11/2016,06-Nov-16,0,0,Mpanyani,Mpanyani,Masasi,Mtwara
Mtwara,Masasi rural,Mpanyani ,Mpanyani ,Raphael Sanga,05/09/2015,05-Sep-15,8,6,Mpanyani,Mpanyani,Masasi,Mtwara
mtwara,Masasi,Mpanyani,Mpanyani,Yasini Mwilula,22/06/2012,22-Jun-12,23,11,Mpanyani,Mpanyani,Masasi,Mtwara
mtwara,Masasi,Mpanyani,Mpanyani,Senzia,22/02/2011,22-Feb-11,58,0,Mpanyani,Mpanyani,Masasi,Mtwara
Mtwara,Masasi,Mpanyani,Mpanyani,Emmanuel  mwachiko,18/06/2014,18-Jun-14,5,6,Mpanyani,Mpanyani,Masasi,Mtwara
Mtwara,Mtwara rural,Kiyanga,Mpanyani,NA,15/11/2016,15-Nov-16,0,0,Mpanyani,Kiyanga,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Kiyanga,Mpanyani,NA,26/08/2015,26-Aug-15,0,0,Mpanyani,Kiyanga,Mtwara Rural,Mtwara
Mtwara,Mtwara Rural, Kiyanga  ,Mpanyani,"Sagatwa A., Senzighe J., Rashidi",22/06/2014,22-Jun-14,0,0,Mpanyani, Kiyanga  ,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Mpapura,Mpapura,NA,13/11/2016,13-Nov-16,7,0,Mpapura,Mpapura,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Mpapura,Mpapura,NA,25/08/2015,25-Aug-15,13,0,Mpapura,Mpapura,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Mpapura,Mpapura,Joseph m.kapinga,29/06/2012,29-Jun-12,8,4,Mpapura,Mpapura,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Mpapura,Mpapura,Hawa Namkwenu,28/02/2011,28-Feb-11,15,4,Mpapura,Mpapura,Mtwara Rural,Mtwara
Mtwara,Mtwara Rural,Mpapura,Mpapura,"Kapinga J., Beatrice M., Shemtandulo",20/06/2014,20-Jun-14,11,1,Mpapura,Mpapura,Mtwara Rural,Mtwara
Lindi,Kilwa, Masoko  ,Mpara,Juma Ally,21/11/2016,21-Nov-16,6,4,Mpara,Masoko,Kilwa,Lindi
Lindi,Kilwa,Masoko,Mpara,Anatoli Mwaliko,21/09/2015,21-Sep-15,1,1,Mpara,Masoko,Kilwa,Lindi
Lindi,Kilwa,Masoko,Mpara,NA,25/06/2012,25-Jun-12,9,8,Mpara,Masoko,Kilwa,Lindi
Lindi,Kilwa,MASOKO,MPARA,MWALIKO,15/02/2011,15-Feb-11,16,7,Mpara,Masoko,Kilwa,Lindi
Lindi,Ruangwa,Likunja,Mpara,NA,13/11/2016,13-Nov-16,22,5,Mpara,Likunja,Ruangwa,Lindi
Lindi,Ruangwa,Likunja,Mpara,Yusuph Mkombe,15/09/2015,15-Sep-15,27,8,Mpara,Likunja,Ruangwa,Lindi
Lindi,Ruangwa, Likunja  , Mpara ,NA,25/06/2012,25-Jun-12,18,2,Mpara,Likunja,Ruangwa,Lindi
Lindi,Ruangwa, Likunja  , Mpara ,NA,01/02/2011,01-Mar-11,8,2,Mpara,Likunja,Ruangwa,Lindi
Lindi,Ruangwa,Likunja,Mpara,Joseph Billa,11/06/2014,11-Jun-14,11,4,Mpara,Likunja,Ruangwa,Lindi
Kusini Pemba,Mkoani,Kangani,Mpeani,NA,06/12/2014,06-Dec-14,13,3,Mpeani,Kangani,Mkoani,Pemba
Mtwara,Masasi  ,Mwenge,Mpekeso,Fabian James,10/11/2016,10-Nov-16,16,6,Mpekeso,Mwenge,Masasi Township Authority,Mtwara
Mtwara,Masasi Urban,Mwenge,Mpekeso, Lazaro Ndungile,10/09/2015,10-Sep-15,42,20,Mpekeso,Mwenge,Masasi Township Authority,Mtwara
Lindi,Lindi rural,Kiwalala,Mpembe,Rajabu Namkoko,17/11/2016,17-Nov-16,14,0,Mpembe,Kiwalala,Lindi Rural,Lindi
Lindi,Lindi rural,Navanga,Mpembe,Sr. Edith Mbunda,03/09/2015,03-Sep-15,14,0,Mpembe,Kiwalala,Lindi Rural,Lindi
lindi,Lindi rural,Kiwalala,Mpembe,Abdala Faris,28/06/2012,28-Jun-12,13,0,Mpembe,Kiwalala,Lindi Rural,Lindi
Lindi,Lindi rural,Mtama,Mpenda,Hamis Nangupomi,12/11/2016,12-Nov-16,2,1,Mpenda,Mtama,Lindi Rural,Lindi
Lindi,Lindi rural,Kiwalala,Mpenda,Bonaventure Achiula ,04/09/2015,04-Sep-15,2,2,Mpenda,Mtama,Lindi Rural,Lindi
lindi,Lindi rural,Mtama,Mpenda,Merina Chuni,26/06/2012,26-Jun-12,11,1,Mpenda,Mtama,Lindi Rural,Lindi
Lindi,Lindi rural,Kiwalala,Mpenda,Karim Wahedi ,19/02/2011,19-Feb-11,17,0,Mpenda,Mtama,Lindi Rural,Lindi
Lindi,Liwale,Makata,Mpengere,NA,29/11/2016,29-Nov-16,10,2,Mpengere,Makata,Liwale,Lindi
Lindi,Liwale,Makata,Mpengere,Frank Mbawala,16/09/2015,16-Sep-15,4,1,Mpengere,Makata,Liwale,Lindi
Lindi,Liwale, Makata  , Mpengere ,NA,03/02/2011,03-Feb-11,9,4,Mpengere,Makata,Liwale,Lindi
Lindi,Liwale,Makata  ,Mpengere,F.MBAWALA,04/07/2014,04-Jul-14,8,6,Mpengere,Makata  ,Liwale,Lindi
Coast,Kibaha rural,Kwala,Mperamundi,Hassani Bushiri,17/11/2016,17-Nov-16,128,26,Mperamumbi,Kwala,Kibaha,Pwani
Pwani,Kibaha rural,Kwala,Mperamumbi,George E Sulusi,06/12/2013,06-Dec-13,86,9,Mperamumbi,Kwala,Kibaha,Pwani
Pwani,Kibaha rural,Kwala,Mperamumbi,George E Sulusi,21/02/2012,21-Feb-12,10,0,Mperamumbi,Kwala,Kibaha,Pwani
Pwani,Kibaha rural,Kwala,Mperamumbi,B. Uronu,21/02/2011,21-Feb-11,33,3,Mperamumbi,Kwala,Kibaha,Pwani
Pwani,Kibaha Rural,Kwala,Mperamundi,NA,05/12/2014,05-Dec-14,198,9,Mperamumbi,Kwala,Kibaha,Pwani
Kaskazini Pemba,Wete,Fundo,Mpesi ngezi,NA,22/09/2016,22-Sep-16,4,0,Mpesi ngezi,Fundo,Wete,Pemba
Mtwara,Masasi  ,Mpeta,Mpeta,NA,11/11/2016,11-Nov-16,7,0,Mpeta,Chiungutwa,Masasi,Mtwara
Mtwara,Masasi rural,Mpeta,Mpeta, Lazaro Ndungile,09/09/2015,09-Sep-15,4,5,Mpeta,Chiungutwa,Masasi,Mtwara
Mtwara,Masasi,Chiungutwa,Mpeta,James Mhando,23/06/2014,23-Jun-14,5,4,Mpeta,Chiungutwa,Masasi,Mtwara
Lindi,Liwale,Mpigamiti,Mpigamiti,NA,25/11/2016,25-Nov-16,7,0,Mpigamiti,Mpigamiti,Liwale,Lindi
Lindi,Liwale,Mpigamiti,Mpigamiti,Msham Azizi,17/09/2015,17-Sep-15,4,2,Mpigamiti,Mpigamiti,Liwale,Lindi
Lindi,Liwale , Mpigamiti  ,Mpigamiti ,NA,19/06/2012,19-Jun-12,25,0,Mpigamiti,Mpigamiti,Liwale,Lindi
Lindi,Liwale, Mpigamiti  , Mpigamiti ,NA,03/02/2011,03-Mar-11,18,0,Mpigamiti,Mpigamiti,Liwale,Lindi
Lindi,Liwale,Mpigamiti  ,Mpigamiti,M.YEBETE,01/07/2014,01-Jul-14,2,1,Mpigamiti,Mpigamiti  ,Liwale,Lindi
Coast,Kibaha rural,Bokomnemela,Mpiji,Emanueli Gimbi,21/11/2016,21-Nov-16,49,2,Mpiji,Bokomnemela,Kibaha,Pwani
Pwani,Kibaha rural,Bokomnemela,Mpiji,George E Sulusi,18/12/2013,18-Dec-13,15,5,Mpiji,Bokomnemela,Kibaha,Pwani
Pwani,Kibaha rural,Bokomnemela,Mpiji,George E Sulusi,07/12/2013,07-Dec-13,58,8,Mpiji,Bokomnemela,Kibaha,Pwani
Pwani,Kibaha rural,Bokomnemela,Mpiji,George E Sulusi,21/02/2012,21-Feb-12,17,3,Mpiji,Bokomnemela,Kibaha,Pwani
Pwani,Kibaha rural,Soga,Mpiji,H. Uhagile,21/02/2011,21-Feb-11,40,3,Mpiji,Bokomnemela,Kibaha,Pwani
Pwani,Kibaha Rural,Bokomnemela,Mpiji,NA,11/12/2014,11-Dec-14,49,3,Mpiji,Bokomnemela,Kibaha,Pwani
Dar Es Salaam,Kinondoni,Mbweni,Mpiji,Charles Msenga. Mayalla Bukwelles,23/11/2016,23-Nov-16,0,0,Mpiji,Mbweni,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,NA,MPIJI,"Magdalena Minde, Rebeca Gyumi, Moris Mbega, Dora Bagonza",15/12/2014,15-Dec-14,14,2,Mpiji,Mbweni,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mbezi,Mpiji magohe,"Ramadhani Sembeyu, Cosmas Kimati, Joyce Kintu, Khalidi Mkana, Robert Kimaro",29/11/2016,29-Nov-16,73,0,Mpiji Magohe,Mbezi,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,MBEZI,MPIJI MAGOHE,"Ramadhani Sembeyu, Didas Makongo, Marina Mbando Linais Njau",15/12/2014,15-Dec-14,76,0,Mpiji Magohe,Mbezi,Kinondoni,Dar-es-salaam
Kusini Pemba,Mkoani,Ng'ombeni,Mpikatango,Abdallah M.Soud,21/09/2016,21-Sep-16,4,0,Mpikatango,Ng'ombeni,Mkoani,Pemba
Mtwara,Tandahimba,Naputa,Mpikula,Martin P. Daniel,20/08/2015,20-Aug-15,0,3,Mpikula,Naputa,Tandahimba,Mtwara
mtwara,Tandahimba,Naputa,Mpikula,Salima Mponda,27/06/2012,27-Jun-12,0,7,Mpikula,Naputa,Tandahimba,Mtwara
Mtwara,Tandahimba,Naputa,Mpikula,Godson E. Chimais,28/06/2014,28-Jun-14,1,2,Mpikula,Naputa,Tandahimba,Mtwara
Mtwara,Newala,Nandwahi,Mpilani,Shinje Ngalula,02/07/2014,02-Jul-14,3,0,Mpilani,Nandwahi,Newala,Mtwara
Lindi,Lindi urban,Nachingwea,Mpilipili Kaskazini,NA,04/11/2016,04-Nov-16,1,0,Mpilipili Kaskazini,Nachingwea,Lindi Urban,Lindi
Lindi,Lindi urban,Nachingwea,Mpilipili Kaskazini,NA,11/09/2015,11-Sep-15,0,0,Mpilipili Kaskazini,Nachingwea,Lindi Urban,Lindi
Lindi,Lindi urban,Nachingwea,Mpilipili Kusini,NA,04/11/2016,04-Nov-16,0,0,Mpilipili Kusini,Nachingwea,Lindi Urban,Lindi
Lindi,Lindi urban,Nachingwea,Mpilipili Kusini,NA,02/09/2015,02-Sep-15,0,0,Mpilipili Kusini,Nachingwea,Lindi Urban,Lindi
lindi,Lindi urban,Nachingwea,Mpilipili,Dativa Kissyma,25/06/2012,25-Jun-12,33,18,Mpilipili Kusini,Nachingwea,Lindi Urban,Lindi
Coast,Mkuranga,Lukanga,Mpimio,NA,07/12/2016,07-Dec-16,9,0,Mpimo,Lukanga,Mkuranga,Pwani
Coast,Mkuranga,Lukanga,Mpimio,NA,02/12/2016,02-Dec-16,10,0,Mpimo,Lukanga,Mkuranga,Pwani
Coast,Mkuranga,Lukanga,Mpimio,NA,01/12/2016,01-Dec-16,9,0,Mpimo,Lukanga,Mkuranga,Pwani
Pwani,Mkuranga,NA,Mpimio,NA,06/01/2015,06-Jan-15,9,0,Mpimo,Lukanga,Mkuranga,Pwani
Pwani,Mkuranga,Lukanga,Mpimio,Charles Oging,18/11/2013,18-Nov-13,9,1,Mpimo,Lukanga,Mkuranga,Pwani
Pwani,Mkuranga,Lukanga,Mpimio,Festo mallya,15/06/2012,15-Jun-12,12,1,Mpimo,Lukanga,Mkuranga,Pwani
Mtwara,Masasi  ,Mpindimbi,Mpindimbi,NA,07/11/2016,07-Nov-16,64,20,Mpindimbi,Mpindimbi,Masasi Township Authority,Mtwara
Mtwara,Masasi  ,Mtandi,Namakongwa,Yasin Mwilula,07/11/2016,07-Nov-16,8,4,Mpindimbi,Mpindimbi,Masasi Township Authority,Mtwara
Mtwara,Masasi Urban,Mpindimbi,Mpindimbi, Lazaro Ndungile,08/09/2015,08-Sep-15,24,8,Mpindimbi,Mpindimbi,Masasi Township Authority,Mtwara
mtwara,Masasi,Mpindimbi,Mpindimbi,Julius senzia,19/06/2012,19-Jun-12,79,43,Mpindimbi,Mpindimbi,Masasi Township Authority,Mtwara
Mtwara,Masasi,Mpindimbi,Mpindimbi,James Mhando,20/06/2014,20-Jun-14,18,11,Mpindimbi,Mpindimbi,Masasi Township Authority,Mtwara
Lindi,Liwale,Liwale Mjini,Mpirani,NA,26/11/2016,26-Nov-16,1,4,Mpirani,Liwale Mjini,Liwale,Lindi
Lindi,Liwale,Liwale Mjini,Mpirani,Bakari Seif ,13/09/2015,13-Sep-15,11,5,Mpirani,Liwale Mjini,Liwale,Lindi
Lindi,Liwale, Liwale Mjini  , Mpirani ,NA,28/02/2011,28-Feb-11,1,9,Mpirani,Liwale Mjini,Liwale,Lindi
Mtwara,Newala,Nandwahi,Mpirani,NA,18/11/2016,18-Nov-16,0,0,Mpirani,Nandwahi,Newala,Mtwara
Mtwara,Newala,Nandwahi,MPIRANI,SILAS MWANG'ENGA,18/03/2011,18-Feb-11,0,0,Mpirani,Nandwahi,Newala,Mtwara
Lindi,Liwale,Liwale Mjini  ,Mpirani, M.RASHIDI,02/07/2014,02-Jul-14,0,0,Mpirani,Liwale Mjini  ,Liwale,Lindi
Lindi,Nachingwea,Mpiruka,Mpiruka A,NA,07/11/2016,07-Nov-16,24,13,Mpiruka,Mpiruka,Nachingwea,Lindi
Lindi,Nachingwea,Mpiruka,Mpiruka B,NA,07/11/2016,07-Nov-16,16,17,Mpiruka,Mpiruka,Nachingwea,Lindi
Lindi,Nachingwea,Mpiruka,Mpiruka A,NA,05/09/2015,05-Sep-15,14,8,Mpiruka,Mpiruka,Nachingwea,Lindi
Lindi,Nachingwea,Mpiruka,Mpiruka B,NA,05/09/2015,05-Sep-15,19,1,Mpiruka,Mpiruka,Nachingwea,Lindi
Lindi,Nachingwea,Mpiruka,Mpiruka,NA,28/06/2012,28-Jun-12,72,38,Mpiruka,Mpiruka,Nachingwea,Lindi
Lindi,Nachingwea, Mpiruka  , Mpiruka ,NA,20/02/2011,20-Feb-11,58,36,Mpiruka,Mpiruka,Nachingwea,Lindi
Lindi,Nachingwea,Mpiruka,Mpiruka,Andrea Mrope,25/06/2014,25-Jun-14,62,23,Mpiruka,Mpiruka,Nachingwea,Lindi
Morogoro,Kilombero,Igima,Mpofu,NA,23/11/2016,23-Nov-16,110,15,Mpofu,Mbingu,Kilombero,Morogoro
Morogoro,Kilombero,Igima ,Mpofu ,Blaz undole,07/01/2015,07-Jan-15,85,19,Mpofu,Mbingu,Kilombero,Morogoro
Morogoro,Kilombero,Mbingu  ,Mpofu,NA,24/10/2011,24-Oct-11,141,20,Mpofu,Mbingu,Kilombero,Morogoro
Morogoro,Kilombero,Mbingu  ,Mpofu,NA,22/07/2010,22-Jul-10,105,6,Mpofu,Mbingu,Kilombero,Morogoro
Mtwara,Nanyumbu,Napacho  ,Mpombe,NA,09/11/2016,09-Nov-16,14,0,Mpombe,Napacho,Nanyumbu,Mtwara
Dar Es Salaam,Temeke,Mianzini,Mtaa wa mponda, ngowi a,10/12/2016,10-Dec-16,49,5,Mponda,Mianzini,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Mianzini,Mponda,Teodora Baziwe,26/02/2015,26-Jan-15,8,0,Mponda,Mianzini,Temeke,Dar-es-salaam
Mtwara,Mtwara rural,Dihimba,Mpondomo,NA,11/11/2016,11-Nov-16,0,0,Mpondomo,Dihimba,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Dihimba,Mpondomo,NA,24/08/2015,24-Aug-15,2,0,Mpondomo,Dihimba,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Dihimba,Mpondomo,Athman Khamis,27/06/2012,27-Jun-12,4,1,Mpondomo,Dihimba,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Dihimba,Mpondomo,Salumu litimba,21/02/2011,21-Apr-11,14,0,Mpondomo,Dihimba,Mtwara Rural,Mtwara
Mtwara,Mtwara Rural, Dihimba  ,Mpondomo,"Mtemba O., Joha Matwili, Litimba Salum",20/06/2014,20-Jun-14,3,0,Mpondomo, Dihimba  ,Mtwara Rural,Mtwara
Coast,Mkuranga,Mbezi,Mponga,NA,02/12/2016,02-Dec-16,25,8,Mponga,Mbezi,Mkuranga,Pwani
Pwani,Mkuranga,NA,Mponga,NA,05/01/2015,05-Jan-15,9,9,Mponga,Mbezi,Mkuranga,Pwani
Pwani,Mkuranga,Mbezi,Mponga,Juma kiboga,15/11/2013,15-Nov-13,2,2,Mponga,Mbezi,Mkuranga,Pwani
Pwani,Mkuranga,Mbezi,Mponga,Farida mbaga,16/06/2012,16-Jun-12,2,1,Mponga,Mbezi,Mkuranga,Pwani
Pwani,Mkuranga,Mbezi,Mponga,Godwin Mkamba,19/03/2011,19-Mar-11,11,2,Mponga,Mbezi,Mkuranga,Pwani
Mtwara,Masasi rural,Mkululu,Mpopo,Shaibu Amuri,07/09/2015,07-Sep-15,13,8,Mpopo,Mkululu,Masasi,Mtwara
Mtwara,Masasi,Mkululu,Mpopo,Saidi Makunganya,20/06/2014,20-Jun-14,11,8,Mpopo,Mkululu,Masasi,Mtwara
Mtwara,Masasi  ,Ndanda,Mpowora,NA,08/11/2016,08-Nov-16,36,6,Mpowora,Mwena,Masasi,Mtwara
Mtwara,Masasi rural,Ndanda,Mpowora,Julius Senzia,06/09/2015,06-Sep-15,47,24,Mpowora,Mwena,Masasi,Mtwara
Mtwara,Masasi,Mwena,Mpowora,Sigrid mwambe,19/06/2014,19-Jun-14,43,21,Mpowora,Mwena,Masasi,Mtwara
Mtwara,Masasi  ,Mbuyuni,Mpulima,NA,06/11/2016,06-Nov-16,1,0,Mpulima,Mbuyuni,Masasi,Mtwara
Mtwara,Masasi rural,Mbuyuni,Mpulima, Lazaro Ndungile,06/09/2015,06-Sep-15,9,7,Mpulima,Mbuyuni,Masasi,Mtwara
Mtwara,Masasi,Mbuyuni,Mpulima,Stephen Mwanache,19/06/2014,19-Jun-14,14,11,Mpulima,Mbuyuni,Masasi,Mtwara
Lindi,Ruangwa,Nkowe,Mpumbe,NA,17/11/2016,17-Nov-16,0,6,Mpumbe,Nkowe,Ruangwa,Lindi
Lindi,Ruangwa,Nkowe,Mpumbe,Kambona  Nobert,12/09/2015,12-Sep-15,5,2,Mpumbe,Nkowe,Ruangwa,Lindi
Lindi,Ruangwa, Nkowe  , Mpumbe ,NA,25/06/2012,25-Jun-12,2,0,Mpumbe,Nkowe,Ruangwa,Lindi
Lindi,Ruangwa, Nkowe  , Mpumbe ,NA,24/02/2011,24-Feb-11,2,12,Mpumbe,Nkowe,Ruangwa,Lindi
Lindi,Ruangwa, Nkowe  , Mpumbe ,NA,24/02/2011,24-Feb-11,2,13,Mpumbe,Nkowe,Ruangwa,Lindi
Mtwara,Tandahimba,Michenjele,Mpunda,A.S. Mangwamba,03/11/2016,03-Nov-16,0,2,Mpunda,Michenjele,Tandahimba,Mtwara
Mtwara,Tandahimba,Michenjele,Mpunda,Ally Mnyuvele,21/08/2015,21-Aug-15,24,0,Mpunda,Michenjele,Tandahimba,Mtwara
mtwara,Tandahimba,Michenjele,Mpunda,Mangwamba A.selemani,25/06/2012,25-Jun-12,14,11,Mpunda,Michenjele,Tandahimba,Mtwara
Mtwara,Tandahimba,Michenjele,Mpunda,Abdallah Mangwamba,24/06/2014,24-Jun-14,7,0,Mpunda,Michenjele,Tandahimba,Mtwara
Lindi,Nachingwea,Mnero ngongo,Mpute,NA,10/11/2016,10-Nov-16,20,17,Mpute,Mnerongongo,Nachingwea,Lindi
Lindi,Nachingwea,Mnero ngongo,Mpute,NA,06/09/2015,06-Sep-15,59,19,Mpute,Mnerongongo,Nachingwea,Lindi
Lindi,Nachingwea,Mnerongongo,Mpute,NA,29/06/2012,29-Jun-12,11,26,Mpute,Mnerongongo,Nachingwea,Lindi
Lindi,Nachingwea, Mnerongongo  , Mpute ,NA,23/02/2011,23-Feb-11,11,26,Mpute,Mnerongongo,Nachingwea,Lindi
Lindi,Nachingwea,Mnerongongo,Mpute,Wilson Lameck,27/06/2014,27-Jun-14,29,18,Mpute,Mnerongongo,Nachingwea,Lindi
Mtwara,Masasi,Nanjota,Mputen,Stephen Mwanache,20/06/2014,20-Jun-14,27,16,Mputeni,Nanjota,Masasi,Mtwara
Mtwara,Masasi rural,Mbuyuni,Mputeni, Lazaro Ndungile,08/09/2015,08-Sep-15,21,14,Mputeni,Nanjota,Masasi,Mtwara
Lindi,Lindi Rural,Kiwawa,Mputwa,LAZARO MALAMLA,22/06/2014,22-Jun-14,14,3,Mputwa,Kiwawa,Lindi Rural,Lindi
Lindi,Lindi rural,Mtama,Mputwa,Joel Manjambwa ,05/09/2015,05-Sep-15,9,4,Mputwa,Kiwawa,Lindi Rural,Lindi
lindi,Lindi rural,Kiwawa,Mputwa,Mponjoli Mwakosya,29/06/2012,29-Jun-12,11,3,Mputwa,Kiwawa,Lindi Rural,Lindi
Lindi,Lindi rural,Kiwawa,Mputwa,Yusuf Kitambo,13/11/2016,13-Nov-16,14,1,Mputwa,Kiwawa,Lindi Rural,Lindi
Mtwara,Nanyumbu,Chipuputa  ,Mpwahia,NA,05/11/2016,05-Nov-16,25,3,Mpwahia,Chipuputa,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Chipuputa  ,Mpwahia,NA,26/08/2015,26-Aug-15,20,1,Mpwahia,Chipuputa,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Chipuputa,Mpwahia,John Mwenda,14/06/2014,14-Jun-14,4,0,Mpwahia,Chipuputa,Nanyumbu,Mtwara
Mtwara,Newala,Mpwapwa,Mpwapwa,NA,10/11/2016,10-Nov-16,0,0,Mpwapwa,Mchemo,Newala,Mtwara
Mtwara,Newala,Mchemo,MPWAPWA,MICHAEL MWALUGALI,03/03/2011,03-Feb-11,3,0,Mpwapwa,Mchemo,Newala,Mtwara
Mtwara,Newala,Mchemo,Mpwapwa,Shinje Ngalula,03/07/2014,03-Jul-14,0,1,Mpwapwa,Mchemo,Newala,Mtwara
Mtwara,Masasi  ,Lukuledi,Mraushi,NA,11/11/2016,11-Nov-16,10,0,Mraushi,Lukuledi,Masasi,Mtwara
Mtwara,Masasi rural,Lukuledi,Mraushi,Julius Senzia,08/09/2015,08-Sep-15,11,1,Mraushi,Lukuledi,Masasi,Mtwara
Mtwara,Masasi,Lukuledi,Mraushi,James Mhando,21/06/2014,21-Jun-14,8,3,Mraushi,Lukuledi,Masasi,Mtwara
Mtwara,Masasi rural,Lulindi,Mnopwe ,Yasin Mwilula,06/09/2015,06-Sep-15,11,0,Mropwe,Lulindi,Masasi,Mtwara
Coast,Rufiji,Bungu,Msafiri,NA,18/11/2016,18-Nov-16,8,0,Msafiri,Bungu,Rufiji,Pwani
Coast,Rufiji,Bungu,Mangombele,NA,16/11/2016,16-Nov-16,6,0,Msafiri,Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Mangombele,NA,28/02/2015,31-Jan-15,10,0,Msafiri,Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Msafiri,NA,07/02/2015,07-Feb-15,9,0,Msafiri,Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Msafiri,MARIA MAUGA,12/12/2013,12-Dec-13,3,0,Msafiri,Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Mangombele,MARIA MAUGA,11/12/2013,11-Dec-13,9,0,Msafiri,Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Mangombele,SEBONDE,05/03/2011,05-Mar-11,10,0,Msafiri,Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Msafiri,JOSEPH FERUZI,04/03/2011,04-Mar-11,2,0,Msafiri,Bungu,Rufiji,Pwani
Mtwara,Mtwara rural,Ziwani,Msakala,NA,12/11/2016,12-Nov-16,3,0,Msakala,Ziwani,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Ziwani,Msakala,NA,24/08/2015,24-Aug-15,9,0,Msakala,Ziwani,Mtwara Rural,Mtwara
